"unigram","bigram","freq"
"friday","everyone",4
"friday","is",4
"friday","may",4
"friday","of",4
"friday","with",4
"friend","if",4
"friend","it",4
"friend","she",4
"friend","with",4
"friend","yes",4
"friend","you",4
"friends","-",4
"friends","a",4
"friends","about",4
"friends","because",4
"friends","house",4
"friends","just",4
"friends","there",4
"friends","you",4
"from","2011",4
"from","above",4
"from","achieving",4
"from","anyone",4
"from","anywhere",4
"from","austin",4
"from","below",4
"from","experience",4
"from","fb",4
"from","germany",4
"from","high",4
"from","i",4
"from","life",4
"from","local",4
"from","moving",4
"from","nyc",4
"from","or",4
"from","oregon",4
"from","oven",4
"from","santa",4
"from","social",4
"from","south",4
"from","state",4
"from","strangers",4
"from","trying",4
"from","very",4
"from","www",4
"fuck","bitches",4
"fuck","did",4
"fuck","u",4
"fuck","wit",4
"fuck","yes",4
"fucking","hate",4
"fucking","love",4
"full","bloom",4
"full","blown",4
"full","color",4
"full","week",4
"fun","doing",4
"fun","is",4
"fun","lol",4
"fun","one",4
"fun","playing",4
"fun","the",4
"fun","there",4
"fun","things",4
"fun","too",4
"funded","by",4
"funding","and",4
"funds","for",4
"funny","as",4
"further","ado",4
"further","details",4
"gain","the",4
"game","-",4
"game","2",4
"game","can",4
"game","change",4
"game","day",4
"game","every",4
"game","no",4
"game","not",4
"game","or",4
"game","tomorrow",4
"game","would",4
"game","you",4
"games","against",4
"games","of",4
"gang","of",4
"garden","to",4
"gardens","and",4
"garlic","powder",4
"garnish","with",4
"gas","mark",4
"gateway","to",4
"gather","the",4
"gather","to",4
"gathered","at",4
"gave","my",4
"gave","to",4
"gay","couples",4
"general","admission",4
"general","manager",4
"genetically","engineered",4
"genetically","modified",4
"genius","of",4
"george","w",4
"get","2",4
"get","access",4
"get","annoyed",4
"get","big",4
"get","closer",4
"get","dressed",4
"get","even",4
"get","going",4
"get","good",4
"get","hit",4
"get","knocked",4
"get","most",4
"get","noticed",4
"get","older",4
"get","published",4
"get","u",4
"get","work",4
"get","yo",4
"gets","on",4
"gets","too",4
"gets","what",4
"gettin","ready",4
"getting","all",4
"getting","any",4
"getting","down",4
"getting","dressed",4
"getting","her",4
"getting","his",4
"getting","lost",4
"getting","lots",4
"getting","pregnant",4
"getting","stuck",4
"getting","that",4
"gift","certificates",4
"gift","is",4
"gift","wrapping",4
"gifts","for",4
"gifts","i",4
"gig","at",4
"gig","with",4
"ginger","and",4
"girl","-",4
"girl","the",4
"girls","get",4
"girls","to",4
"give","an",4
"give","and",4
"give","or",4
"giveaway","on",4
"gives","them",4
"giving","my",4
"giving","out",4
"glad","he",4
"glad","someone",4
"glad","u",4
"glimmer","mist",4
"glimpse","into",4
"globe","and",4
"glory","in",4
"glow","in",4
"go","2",4
"go","again",4
"go","be",4
"go","beyond",4
"go","bulls",4
"go","do",4
"go","fishing",4
"go","giants",4
"go","have",4
"go","look",4
"go","next",4
"go","now",4
"go","or",4
"go","play",4
"go","study",4
"go","take",4
"go","together",4
"go","too",4
"go","visit",4
"go","we",4
"go","where",4
"goal","and",4
"goal","by",4
"goal","to",4
"goal","was",4
"goals","and",4
"goals","in",4
"god","”",4
"god","did",4
"god","do",4
"god","does",4
"god","gave",4
"god","gives",4
"god","god",4
"god","he",4
"god","how",4
"god","just",4
"god","morning",4
"god","on",4
"god","only",4
"god","said",4
"god","so",4
"god","they",4
"god","through",4
"god","we",4
"god","when",4
"god","would",4
"gods","of",4
"goes","and",4
"goes","around",4
"goes","by",4
"goes","from",4
"goes","i",4
"goes","like",4
"goes","off",4
"goes","so",4
"goin","for",4
"goin","on",4
"going","after",4
"going","from",4
"going","today",4
"gold","in",4
"gold","will",4
"golden","globes",4
"goldman","sachs",4
"gone","bad",4
"gone","but",4
"gone","now",4
"gone","wild",4
"gonna","ask",4
"gonna","change",4
"gonna","give",4
"gonna","hate",4
"gonna","leave",4
"gonna","start",4
"gonna","stay",4
"good","care",4
"good","chance",4
"good","experience",4
"good","good",4
"good","he",4
"good","life",4
"good","sign",4
"good","sir",4
"good","team",4
"good","then",4
"good","though",4
"good","was",4
"good","will",4
"goodness","it",4
"google","reader",4
"google","the",4
"gorgeous","and",4
"gosh","i",4
"got","around",4
"got","distracted",4
"got","em",4
"got","free",4
"got","going",4
"got","hacked",4
"got","here",4
"got","hit",4
"got","hurt",4
"got","mad",4
"got","over",4
"got","sick",4
"got","talent",4
"gotta","b",4
"gotta","find",4
"gotta","have",4
"gotta","put",4
"gotta","take",4
"gotta","try",4
"gotta","watch",4
"gotta","work",4
"gov","t",4
"government","has",4
"government","the",4
"grabbed","his",4
"grabbed","my",4
"grabbed","the",4
"grabbing","a",4
"grade","class",4
"graduate","from",4
"grand","jury",4
"grandma","s",4
"grant","you",4
"granulated","sugar",4
"graphic","design",4
"grass","and",4
"gray","and",4
"great","at",4
"great","chat",4
"great","christmas",4
"great","country",4
"great","divide",4
"great","feeling",4
"great","friday",4
"great","friend",4
"great","gatsby",4
"great","glad",4
"great","if",4
"great","meal",4
"great","morning",4
"great","nation",4
"great","opportunity",4
"great","player",4
"great","questions",4
"great","race",4
"great","read",4
"great","sense",4
"great","summer",4
"great","times",4
"great","training",4
"great","win",4
"greatest","and",4
"greatest","thing",4
"greece","and",4
"green","but",4
"green","is",4
"green","lantern",4
"green","onions",4
"green","tea",4
"greeted","by",4
"grenache","is",4
"ground","the",4
"groundhog","day",4
"group","which",4
"groups","are",4
"groups","for",4
"groups","in",4
"groups","like",4
"grow","a",4
"grow","as",4
"guess","im",4
"guess","that’s",4
"guessed","it",4
"guessed","that",4
"guessing","that",4
"guest","house",4
"guest","star",4
"guests","who",4
"guide","you",4
"guidelines","and",4
"guilty","and",4
"guilty","for",4
"gunna","be",4
"guy","but",4
"guy","can",4
"guy","next",4
"guy","or",4
"guys","a",4
"guys","back",4
"guys","follow",4
"guys","from",4
"guys","r",4
"guys","so",4
"guys","they",4
"guys","up",4
"guys","what",4
"ha","not",4
"had","3",4
"had","bad",4
"had","before",4
"had","but",4
"had","by",4
"had","dinner",4
"had","first",4
"had","good",4
"had","got",4
"had","hoped",4
"had","its",4
"had","little",4
"had","lots",4
"had","much",4
"had","once",4
"had","reached",4
"had","tried",4
"had","turned",4
"had","was",4
"had","when",4
"had","worked",4
"had","your",4
"haha","-",4
"haha","nice",4
"haha","okay",4
"haha","thank",4
"haha","they",4
"haha","u",4
"haha","yea",4
"hahaha","no",4
"hahaha","what",4
"hahaha","you",4
"hair","&",4
"hair","of",4
"hair","to",4
"half","off",4
"half","years",4
"hall","in",4
"hall","is",4
"hand","at",4
"hand","over",4
"hand","sanitizer",4
"hand","side",4
"handing","out",4
"handle","a",4
"hands","dirty",4
"hands","with",4
"hands","you",4
"hang","around",4
"hang","of",4
"hang","up",4
"hangin","with",4
"happen","”",4
"happen","as",4
"happen","for",4
"happen","it",4
"happened","after",4
"happened","was",4
"happened","when",4
"happening","around",4
"happening","today",4
"happens","if",4
"happiness","in",4
"happy","because",4
"happy","belated",4
"happy","days",4
"happy","father",4
"happy","holiday",4
"happy","hump",4
"happy","if",4
"happy","or",4
"happy","so",4
"happy","veteran",4
"hard","&",4
"hard","as",4
"hard","at",4
"hard","copy",4
"hard","in",4
"hard","or",4
"hard","way",4
"hardest","part",4
"harry","and",4
"has","created",4
"has","decided",4
"has","denied",4
"has","developed",4
"has","ended",4
"has","kept",4
"has","learned",4
"has","led",4
"has","little",4
"has","reached",4
"has","received",4
"has","revealed",4
"has","served",4
"has","she",4
"has","slipped",4
"has","sold",4
"has","taught",4
"has","these",4
"has","used",4
"has","your",4
"hat","to",4
"hate","him",4
"hated","the",4
"hath","taken",4
"have","4",4
"have","8",4
"have","accepted",4
"have","allowed",4
"have","as",4
"have","big",4
"have","broken",4
"have","cost",4
"have","developed",4
"have","dinner",4
"have","each",4
"have","feelings",4
"have","finally",4
"have","free",4
"have","going",4
"have","hot",4
"have","included",4
"have","issues",4
"have","long",4
"have","lunch",4
"have","managed",4
"have","officially",4
"have","over",4
"have","people",4
"have","planned",4
"have","previously",4
"have","put",4
"have","realized",4
"have","reason",4
"have","room",4
"have","sent",4
"have","small",4
"have","surgery",4
"have","survived",4
"have","wanted",4
"having","enough",4
"having","her",4
"having","more",4
"having","someone",4
"having","spent",4
"having","them",4
"havoc","on",4
"he","adds",4
"he","better",4
"he","broke",4
"he","can’t",4
"he","cannot",4
"he","deserves",4
"he","ended",4
"he","explained",4
"he","finally",4
"he","follows",4
"he","get",4
"he","gives",4
"he","going",4
"he","grew",4
"he","hadn",4
"he","heard",4
"he","held",4
"he","laughed",4
"he","led",4
"he","let",4
"he","like",4
"he","lived",4
"he","meets",4
"he","missed",4
"he","moved",4
"he","no",4
"he","once",4
"he","promised",4
"he","pulled",4
"he","recently",4
"he","returned",4
"he","reveals",4
"he","shall",4
"he","shared",4
"he","smells",4
"he","speaks",4
"he","spends",4
"he","stopped",4
"he","takes",4
"he","that",4
"he","then",4
"he","wears",4
"he","whispers",4
"he","worked",4
"he","wouldn",4
"he’s","going",4
"he’s","looking",4
"head","was",4
"heading","off",4
"hear","all",4
"hear","in",4
"hear","them",4
"heard","and",4
"heard","her",4
"heard","him",4
"heard","someone",4
"heart","he",4
"heart","it",4
"heart","on",4
"heart","the",4
"heart","you",4
"hearts","to",4
"heat","a",4
"heat","add",4
"heat","game",4
"heat","until",4
"heck","of",4
"held","a",4
"held","down",4
"held","no",4
"held","to",4
"hell","and",4
"hell","naw",4
"hello","everyone",4
"hello","hi",4
"hello","kitty",4
"hello","my",4
"help","-",4
"help","keep",4
"help","or",4
"help","raise",4
"help","so",4
"help","someone",4
"help","this",4
"help","we",4
"help","when",4
"helped","with",4
"helpful","in",4
"helping","others",4
"helping","the",4
"helping","your",4
"henry","ford",4
"her","2",4
"her","age",4
"her","an",4
"her","bath",4
"her","best",4
"her","by",4
"her","character",4
"her","desire",4
"her","down",4
"her","get",4
"her","go",4
"her","grandparents",4
"her","house",4
"her","is",4
"her","just",4
"her","last",4
"her","legs",4
"her","lips",4
"her","mouth",4
"her","nose",4
"her","of",4
"her","purse",4
"her","side",4
"her","singing",4
"her","soul",4
"her","then",4
"her","today",4
"her","will",4
"her","writing",4
"here","after",4
"here","don",4
"here","last",4
"here","some",4
"here","there",4
"here","till",4
"here","when",4
"heritage","and",4
"hero","in",4
"herself","and",4
"herself","is",4
"herself","with",4
"hesitate","to",4
"hey","and",4
"hey","are",4
"hey","do",4
"hey","man",4
"hey","we",4
"hey","whats",4
"hey","y",4
"hi","-",4
"hide","from",4
"hide","it",4
"hide","your",4
"high","heels",4
"high","schools",4
"highest","level",4
"highlight","the",4
"highly","doubt",4
"hilarious","i",4
"hill","and",4
"hill","the",4
"hilltop","on",4
"him","&",4
"him","after",4
"him","all",4
"him","alone",4
"him","are",4
"him","around",4
"him","being",4
"him","happy",4
"him","makes",4
"him","no",4
"him","now",4
"him","one",4
"him","personally",4
"him","playing",4
"him","there",4
"him","though",4
"him","well",4
"him","yet",4
"himself","he",4
"himself","up",4
"hip","and",4
"hired","to",4
"his","and",4
"his","attention",4
"his","bed",4
"his","call",4
"his","choice",4
"his","computer",4
"his","country",4
"his","day",4
"his","debut",4
"his","dog",4
"his","father’s",4
"his","favourite",4
"his","great",4
"his","holy",4
"his","legacy",4
"his","legs",4
"his","loss",4
"his","men",4
"his","movies",4
"his","music",4
"his","opinion",4
"his","phone",4
"his","picture",4
"his","plan",4
"his","political",4
"his","promise",4
"his","research",4
"his","return",4
"his","room",4
"his","staff",4
"his","support",4
"his","teeth",4
"his","very",4
"his","wings",4
"his","words",4
"his","world",4
"history","but",4
"history","month",4
"hit","his",4
"hit","or",4
"hits","the",4
"hits","you",4
"hitting","up",4
"hockey","games",4
"hold","for",4
"hold","him",4
"holding","his",4
"holding","you",4
"holds","it",4
"holds","the",4
"holes","and",4
"holes","in",4
"holiday","in",4
"home","a",4
"home","as",4
"home","by",4
"home","movie",4
"home","opener",4
"home","she",4
"home","team",4
"home","then",4
"home","this",4
"home","tomorrow",4
"home","tonight",4
"home","without",4
"homeland","security",4
"homes","and",4
"homosexuality","and",4
"honestly","it",4
"honesty","is",4
"hooked","up",4
"hope","a",4
"hoped","it",4
"hoped","the",4
"hopefully","a",4
"hopefully","in",4
"hopes","for",4
"hoping","i",4
"horror","movies",4
"horror","stories",4
"hospital","i",4
"hospital","room",4
"hot","air",4
"hot","chili",4
"hot","day",4
"hot","dog",4
"hot","outside",4
"hot","summer",4
"hot","tub",4
"hotel","from",4
"hour","at",4
"hour","before",4
"hour","with",4
"hours","as",4
"hours","every",4
"hours","for",4
"hours","the",4
"hours","work",4
"house","at",4
"house","but",4
"house","down",4
"house","it",4
"house","my",4
"house","right",4
"house","she",4
"house","so",4
"house","this",4
"house","was",4
"houston","s",4
"how","all",4
"how","beautiful",4
"how","d",4
"how","different",4
"how","difficult",4
"how","easy",4
"how","god",4
"how","happy",4
"how","its",4
"how","one",4
"how","strong",4
"however","and",4
"however","as",4
"however","did",4
"however","in",4
"however","since",4
"however","this",4
"however","to",4
"hubby","and",4
"hubby","s",4
"hudson","river",4
"huffington","post",4
"huge","amount",4
"huge","i",4
"hugo","and",4
"huh","i",4
"human","race",4
"human","reason",4
"humane","society",4
"humidity","and",4
"hung","over",4
"hungry","and",4
"hurt","i",4
"hurt","or",4
"hurt","so",4
"hurt","when",4
"husband","to",4
"husbands","and",4
"i","accidentally",4
"i","approve",4
"i","being",4
"i","but",4
"i","carry",4
"i","catch",4
"i","challenge",4
"i","collected",4
"i","covered",4
"i","currently",4
"i","designed",4
"i","desperately",4
"i","discussed",4
"i","done",4
"i","drop",4
"i","dropped",4
"i","enter",4
"i","explain",4
"i","fly",4
"i","graduated",4
"i","hardly",4
"i","interviewed",4
"i","invented",4
"i","kidding",4
"i","literally",4
"i","most",4
"i","notice",4
"i","open",4
"i","order",4
"i","ought",4
"i","overheard",4
"i","pity",4
"i","planned",4
"i","please",4
"i","possibly",4
"i","poured",4
"i","promised",4
"i","promptly",4
"i","rarely",4
"i","resisted",4
"i","responded",4
"i","rt",4
"i","seek",4
"i","snapped",4
"i","stepped",4
"i","stole",4
"i","studied",4
"i","supposed",4
"i","survived",4
"i","switched",4
"i","texted",4
"i","thanked",4
"i","typically",4
"i","understood",4
"i","wound",4
"i","wrong",4
"i’d","had",4
"i’d","have",4
"i’ll","get",4
"i’ll","just",4
"i’m","already",4
"i’m","doing",4
"i’m","having",4
"i’m","learning",4
"i’m","making",4
"i’m","never",4
"i’m","one",4
"i’m","only",4
"i’m","saying",4
"i’m","working",4
"i’ve","also",4
"i’ve","bought",4
"i’ve","decided",4
"i’ve","done",4
"i’ve","found",4
"i’ve","just",4
"i’ve","made",4
"i’ve","noticed",4
"i’ve","tried",4
"ice","in",4
"id","be",4
"idea","-",4
"idea","about",4
"idea","if",4
"ideal","for",4
"ideas","in",4
"identified","the",4
"identify","with",4
"identity","you",4
"ides","of",4
"idk","about",4
"idk","how",4
"if","at",4
"if","every",4
"if","followed",4
"if","in",4
"if","necessary",4
"if","need",4
"if","things",4
"if","thou",4
"if","we’re",4
"if","you’d",4
"ignore","me",4
"ignore","that",4
"ill","get",4
"illness","and",4
"im","about",4
"im","back",4
"im","bout",4
