"unigram","bigram","trigram","quadgram","freq"
"it","was","sooo","good",3
"it","was","the","first",3
"it","was","the","most",3
"it","was","the","perfect",3
"it","was","the","right",3
"it","was","the","same",3
"it","was","up","to",3
"it","was","worth","it",3
"it","wasn","t","even",3
"it","weren","t","for",3
"it","when","i","get",3
"it","when","you","re",3
"it","will","be","interesting",3
"it","will","be","the",3
"it","will","be","too",3
"it","will","be","worth",3
"it","would","be","good",3
"it","would","be","helpful",3
"it","would","be","nice",3
"it","would","be","the",3
"it","would","make","my",3
"it","would","probably","be",3
"it","would","seem","that",3
"it","wrong","that","i",3
"it’s","almost","as","if",3
"it’s","been","a","long",3
"it’s","going","to","be",3
"its","a","beautiful","day",3
"its","been","soo","long",3
"ive","always","wanted","to",3
"jekyll","and","mr","hyde",3
"join","us","for","happy",3
"just","a","few","blocks",3
"just","a","few","of",3
"just","around","the","corner",3
"just","blew","me","away",3
"just","came","back","from",3
"just","don","t","want",3
"just","finished","a","2",3
"just","for","a","second",3
"just","go","ahead","and",3
"just","got","a","new",3
"just","got","off","the",3
"just","had","to","do",3
"just","had","to","share",3
"just","have","to","read",3
"just","in","time","to",3
"just","looked","at","me",3
"just","love","it","when",3
"just","make","sure","you",3
"just","me","or","are",3
"just","need","to","figure",3
"just","need","to","go",3
"just","not","the","same",3
"just","one","of","many",3
"just","picked","up","a",3
"just","say","that","i",3
"just","sent","you","an",3
"just","so","you","know",3
"just","the","other","day",3
"just","the","way","you",3
"just","thinking","about","it",3
"just","thought","you","should",3
"just","to","be","clear",3
"just","to","give","you",3
"just","to","make","sure",3
"just","told","me","i",3
"just","wanna","go","to",3
"just","want","to","get",3
"just","want","to","say",3
"just","want","to","take",3
"just","wanted","to","let",3
"just","when","i","thought",3
"just","when","you","think",3
"just","woke","up","from",3
"keep","in","mind","that",3
"keep","in","touch","with",3
"keep","up","the","great",3
"keep","up","with","the",3
"keep","your","head","up",3
"keeping","my","fingers","crossed",3
"kick","in","the","balls",3
"kind","of","don","t",3
"knew","how","much","i",3
"knew","it","was","going",3
"knew","it","was","just",3
"know","a","lot","about",3
"know","a","lot","of",3
"know","better","than","to",3
"know","exactly","what","i",3
"know","how","it","is",3
"know","how","long","i",3
"know","how","to","have",3
"know","how","to","use",3
"know","i","can","t",3
"know","i","don","t",3
"know","i","love","you",3
"know","i","ve","been",3
"know","i","want","to",3
"know","if","you","are",3
"know","if","you","can",3
"know","if","you","re",3
"know","it","don","t",3
"know","it","s","been",3
"know","it","s","time",3
"know","she","wouldn","t",3
"know","that","i","m",3
"know","that","s","a",3
"know","that","there","is",3
"know","there","will","be",3
"know","what","i","would",3
"know","what","it","means",3
"know","what","it","s",3
"know","what","it","was",3
"know","what","time","it",3
"know","where","to","find",3
"know","where","you","are",3
"know","why","it","s",3
"know","you","don","t",3
"know","you","re","in",3
"know","you","ve","been",3
"know","you","want","to",3
"known","to","be","a",3
"la","la","la","la",3
"land","of","the","free",3
"last","couple","of","months",3
"last","day","of","the",3
"last","few","weeks","i",3
"last","night","but","i",3
"last","night","s","episode",3
"last","night","thanks","for",3
"last","night","when","i",3
"last","post","i","mentioned",3
"last","thing","i","need",3
"last","time","i","was",3
"late","night","happy","hour",3
"later","in","the","day",3
"leading","up","to","the",3
"learn","how","to","be",3
"learn","to","spell","sheriff",3
"learned","how","to","do",3
"least","one","of","the",3
"least","they","don","t",3
"leave","a","comment","below",3
"leave","a","comment","on",3
"leave","me","a","comment",3
"left","in","the","game",3
"less","than","a","minute",3
"less","than","an","hour",3
"let","it","be","known",3
"let","me","just","say",3
"let","s","get","a",3
"let","s","get","the",3
"let","s","look","at",3
"let","them","know","that",3
"let","us","know","when",3
"let","us","know","your",3
"let","you","know","about",3
"let","you","know","i",3
"let","you","know","if",3
"let","you","know","when",3
"life","i","don","t",3
"life","is","full","of",3
"life","is","good","my",3
"life","is","to","be",3
"light","at","the","end",3
"like","a","good","idea",3
"like","a","lot","of",3
"like","i","m","gonna",3
"like","i","said","i",3
"like","it","s","a",3
"like","most","of","the",3
"like","that","it","s",3
"like","the","fact","that",3
"like","they","are","in",3
"like","to","have","a",3
"like","to","join","us",3
"like","to","lose","a",3
"like","to","thank","the",3
"like","to","think","that",3
"like","you","don","t",3
"little","bit","of","a",3
"little","over","a","month",3
"live","in","a","world",3
"live","in","an","age",3
"live","in","the","same",3
"live","up","to","the",3
"ll","be","going","to",3
"ll","be","making","some",3
"ll","check","it","out",3
"ll","have","to","wait",3
"ll","see","you","in",3
"ll","take","care","of",3
"ll","try","not","to",3
"lol","i","can","t",3
"lol","i","m","so",3
"lol","i","was","just",3
"long","as","i","can",3
"long","time","ago","i",3
"look","at","it","as",3
"look","at","some","of",3
"look","forward","to","learning",3
"look","forward","to","the",3
"look","like","you","re",3
"look","on","his","face",3
"looked","at","me","with",3
"looked","in","the","mirror",3
"looked","up","at","the",3
"looking","for","an","intern",3
"looking","forward","to","connecting",3
"looking","forward","to","going",3
"looking","forward","to","more",3
"looking","forward","to","our",3
"looking","forward","to","some",3
"looks","like","it","was",3
"looks","like","it","will",3
"lord","jesus","christ","and",3
"lot","more","than","i",3
"lot","of","the","time",3
"love","her","i","love",3
"love","it","it","s",3
"love","it","when","i",3
"love","me","or","hate",3
"love","to","hear","about",3
"love","to","know","what",3
"love","what","u","do",3
"love","you","and","all",3
"love","you","more","than",3
"love","you","so","so",3
"lucky","enough","to","get",3
"m","a","big","fan",3
"m","a","huge","fan",3
"m","a","little","late",3
"m","crossing","my","fingers",3
"m","glad","i","m",3
"m","glad","you","liked",3
"m","going","to","keep",3
"m","going","to","make",3
"m","gonna","be","a",3
"m","gonna","have","to",3
"m","happy","with","the",3
"m","in","the","mood",3
"m","not","quite","sure",3
"m","not","sure","that",3
"m","pretty","sure","they",3
"m","proud","of","you",3
"m","proud","to","be",3
"m","really","excited","about",3
"m","really","looking","forward",3
"m","so","excited","for",3
"m","so","glad","you",3
"m","so","thankful","for",3
"m","still","waiting","to",3
"m","talking","about","the",3
"m","very","proud","of",3
"made","up","for","it",3
"make","a","difference","but",3
"make","a","huge","difference",3
"make","all","the","difference",3
"make","it","easier","to",3
"make","it","look","like",3
"make","sure","i","have",3
"make","sure","it","is",3
"make","sure","that","i",3
"make","sure","to","check",3
"make","sure","you","are",3
"make","sure","you","get",3
"make","up","for","all",3
"make","up","for","the",3
"make","way","for","the",3
"make","you","feel","better",3
"make","you","look","like",3
"making","a","big","deal",3
"making","it","a","point",3
"man","and","a","woman",3
"man","in","the","world",3
"many","of","us","are",3
"many","thanks","for","the",3
"married","filing","jointly","or",3
"matter","how","many","times",3
"matter","of","time","before",3
"matter","what","you","do",3
"may","be","in","the",3
"may","god","bless","you",3
"may","have","had","a",3
"may","not","be","the",3
"may","not","make","it",3
"may","the","4th","be",3
"may","the","odds","be",3
"maybe","i","ll","get",3
"maybe","it","s","a",3
"maybe","it","s","because",3
"maybe","it","s","time",3
"me","a","shoutout","i",3
"me","and","don","t",3
"me","and","i","am",3
"me","and","i","m",3
"me","and","let","me",3
"me","and","my","friends",3
"me","and","that","s",3
"me","and","told","me",3
"me","feel","like","i",3
"me","i","d","love",3
"me","i","m","not",3
"me","i","would","have",3
"me","if","i","was",3
"me","it","would","mean",3
"me","know","if","u",3
"me","laugh","out","loud",3
"me","on","the","show",3
"me","or","hate","me",3
"me","out","of","the",3
"me","please","please","please",3
"me","so","happy","to",3
"me","some","of","the",3
"me","to","help","him",3
"me","to","think","of",3
"me","to","write","a",3
"me","too","i","m",3
"me","when","i","m",3
"me","you","know","what",3
"mean","i","can","t",3
"mean","to","love","a",3
"means","we","don","t",3
"meant","to","be","a",3
"mention","that","i","was",3
"merry","christmas","to","you",3
"message","me","if","interested",3
"met","you","and","this",3
"might","be","very","different",3
"might","just","be","the",3
"might","not","be","able",3
"minute","of","every","day",3
"miss","you","so","much",3
"missing","out","on","a",3
"mom","i","love","you",3
"mom","wants","me","to",3
"moment","of","the","day",3
"months","ago","i","was",3
"more","beautiful","than","the",3
"more","i","got","to",3
"more","than","a","decade",3
"more","than","enough","to",3
"more","than","i","can",3
"more","than","just","a",3
"more","to","come","on",3
"more","to","do","with",3
"morning","i","hope","you",3
"most","of","them","are",3
"most","of","you","know",3
"most","oral","care","products",3
"mother","s","day","from",3
"mother","s","day","gift",3
"mother","s","day","i",3
"mothers","day","to","my",3
"move","on","to","the",3
"much","as","i","love",3
"much","as","the","next",3
"much","as","we","did",3
"much","of","my","time",3
"much","to","do","today",3
"music","to","listen","to",3
"must","be","doing","something",3
"my","11","11","wish",3
"my","all","time","favourite",3
"my","best","friend","and",3
"my","best","friend","is",3
"my","best","to","keep",3
"my","biggest","pet","peeve",3
"my","dream","is","to",3
"my","favorite","things","about",3
"my","first","pair","of",3
"my","friend","and","i",3
"my","heart","and","my",3
"my","life","i","m",3
"my","life","i","ve",3
"my","mom","and","dad",3
"my","mom","is","so",3
"my","mom","wants","me",3
"my","mother","told","me",3
"my","new","followers","and",3
"my","new","year","s",3
"my","photos","from","the",3
"my","to","do","list",3
"my","way","back","to",3
"my","way","to","school",3
"myself","my","name","is",3
"name","of","the","father",3
"near","the","end","of",3
"need","to","be","able",3
"need","to","be","in",3
"need","to","create","a",3
"need","to","do","to",3
"need","to","get","a",3
"need","to","get","my",3
"need","to","get","to",3
"need","to","get","together",3
"need","to","go","there",3
"need","to","learn","how",3
"need","to","live","in",3
"need","to","make","a",3
"need","to","see","the",3
"need","to","worry","about",3
"needs","to","be","done",3
"needs","to","come","to",3
"never","a","dull","moment",3
"never","forget","how","you",3
"never","go","back","to",3
"never","heard","of","it",3
"never","let","you","go",3
"never","thought","i","would",3
"never","too","early","to",3
"never","too","late","to",3
"new","followers","thank","you",3
"news","is","that","i",3
"next","couple","of","days",3
"next","time","i","ll",3
"next","time","i","see",3
"next","time","you","come",3
"next","year","i","ll",3
"nice","to","see","that",3
"night","of","my","life",3
"no","i","m","not",3
"no","idea","how","to",3
"no","idea","what","it",3
"no","idea","what","you",3
"no","lines","for","the",3
"no","matter","how","long",3
"no","matter","what","happens",3
"no","matter","what","you",3
"no","more","than","2",3
"no","more","than","a",3
"no","one","in","my",3
"no","place","like","home",3
"no","reason","at","all",3
"no","show","on","television",3
"no","way","i","could",3
"no","you","don","t",3
"none","the","less","and",3
"nope","not","at","all",3
"not","a","bad","thing",3
"not","all","of","the",3
"not","always","the","case",3
"not","bad","at","all",3
"not","familiar","with","the",3
"not","going","to","get",3
"not","have","been","a",3
"not","in","any","way",3
"not","in","the","way",3
"not","just","because","of",3
"not","know","how","to",3
"not","really","sure","how",3
"not","saying","it","s",3
"not","seem","to","be",3
"not","supposed","to","have",3
"not","sure","how","it",3
"not","sure","i","m",3
"not","sure","i","would",3
"not","that","hard","to",3
"not","the","same","as",3
"not","the","same","thing",3
"not","to","mention","his",3
"not","trying","to","be",3
"not","want","to","be",3
"not","want","to","feel",3
"nothing","i","can","do",3
"now","and","i","know",3
"now","back","to","the",3
"now","back","to","work",3
"now","i","don","t",3
"now","i","just","got",3
"now","i","just","need",3
"now","i","know","why",3
